province,municipality,barangay
Abra,Pilar,Dintan
Abra,Pilar,Gapang
Abra,Pilar,Kinabiti
Abra,Pilar,Maliplipit
Abra,Pilar,Nagcanasan
Abra,Pilar,Nanangduan
Abra,Pilar,Narnara
Abra,Pilar,Ocup
Abra,Pilar,Pang-ot
Abra,Pilar,Patad
Abra,Pilar,Poblacion
Abra,Pilar,San Juan East
Abra,Pilar,San Juan West
Abra,Pilar,South Balioag
Abra,Pilar,Tikitik
Abra,Pilar,Villavieja
Abra,Lagayan,Ba-i
Abra,Lagayan,Collago
Abra,Lagayan,Pang-ot
Abra,Lagayan,Poblacion
Abra,Lagayan,Pulot
Abra,Sallapadan,Bazar
Abra,Sallapadan,Bilabila
Abra,Sallapadan,Gangal (Pob.)
Abra,Sallapadan,Maguyepyep
Abra,Sallapadan,Naguilian
Abra,Sallapadan,Saccaang
Abra,Sallapadan,Sallapadan
Abra,Sallapadan,Subusob
Abra,Sallapadan,Ud-udiao
Abra,Tayum,Bagalay
Abra,Tayum,Basbasa
Abra,Tayum,Budac
Abra,Tayum,Bumagcat
Abra,Tayum,Cabaroan
Abra,Tayum,Deet
Abra,Tayum,Gaddani
Abra,Tayum,Patucannay
Abra,Tayum,Pias
Abra,Tayum,Poblacion
Abra,Tayum,Velasco
Abra,San Juan,Abualan
Abra,San Juan,Ba-ug
Abra,San Juan,Badas
Abra,San Juan,Cabcaborao
Abra,San Juan,Colabaoan
Abra,San Juan,Culiong
Abra,San Juan,Daoidao
Abra,San Juan,Guimba
Abra,San Juan,Lam-ag
Abra,San Juan,Lumobang
Abra,San Juan,Nangobongan
Abra,San Juan,Pattaoig
Abra,San Juan,Poblacion North
Abra,San Juan,Poblacion South
Abra,San Juan,Quidaoen
Abra,San Juan,Sabangan
Abra,San Juan,Silet
Abra,San Juan,Supi-il
Abra,San Juan,Tagaytay
Abra,Villaviciosa,Ap-apaya
Abra,Villaviciosa,Bol-lilising
Abra,Villaviciosa,Cal-lao
Abra,Villaviciosa,Lap-lapog
Abra,Villaviciosa,Lumaba
Abra,Villaviciosa,Poblacion
Abra,Villaviciosa,Tamac
Abra,Villaviciosa,Tuquib
Abra,Pidigan,Alinaya
Abra,Pidigan,Arab
Abra,Pidigan,Garreta
Abra,Pidigan,Immuli
Abra,Pidigan,Laskig
Abra,Pidigan,Monggoc
Abra,Pidigan,Naguirayan
Abra,Pidigan,Pamutic
Abra,Pidigan,Pangtud
Abra,Pidigan,Poblacion East
Abra,Pidigan,Poblacion West
Abra,Pidigan,San Diego
Abra,Pidigan,Sulbec
Abra,Pidigan,Suyo (Malidong)
Abra,Pidigan,Yuyeng
Abra,Manabo,Ayyeng (Pob.)
Abra,Manabo,Catacdegan Nuevo
Abra,Manabo,Catacdegan Viejo
Abra,Manabo,Luzong
Abra,Manabo,San Jose Norte
Abra,Manabo,San Jose Sur
Abra,Manabo,San Juan Norte
Abra,Manabo,San Juan Sur
Abra,Manabo,San Ramon East
Abra,Manabo,San Ramon West
Abra,Manabo,Santo Tomas
Abra,San Quintin,Labaan
Abra,San Quintin,Palang
Abra,San Quintin,Pantoc
Abra,San Quintin,Poblacion
Abra,San Quintin,Tangadan
Abra,San Quintin,Villa Mercedes
Abra,San Isidro,Cabayogan
Abra,San Isidro,Dalimag
Abra,San Isidro,Langbaban
Abra,San Isidro,Manayday
Abra,San Isidro,Pantoc
Abra,San Isidro,Poblacion
Abra,San Isidro,Sabtan-olo
Abra,San Isidro,San Marcial
Abra,San Isidro,Tangbao
Agusan Del Norte,Jabonga,A. Beltran (Camalig)
Agusan Del Norte,Jabonga,Baleguian
Agusan Del Norte,Jabonga,Bangonay
Agusan Del Norte,Jabonga,Bunga
Agusan Del Norte,Jabonga,Colorado
Agusan Del Norte,Jabonga,Cuyago
Agusan Del Norte,Jabonga,Libas
Agusan Del Norte,Jabonga,Magdagooc
Agusan Del Norte,Jabonga,Magsaysay
Agusan Del Norte,Jabonga,Maraiging
Agusan Del Norte,Jabonga,Poblacion (Jabonga)
Agusan Del Norte,Jabonga,San Jose
Agusan Del Norte,Jabonga,San Pablo
Agusan Del Norte,Jabonga,San Vicente
Agusan Del Norte,Jabonga,Santo Nino
Agusan Del Norte,Magallanes,Buhang
Agusan Del Norte,Magallanes,Caloc-An
Agusan Del Norte,Magallanes,Guiasan
Agusan Del Norte,Magallanes,Marcos
Agusan Del Norte,Magallanes,Poblacion
Agusan Del Norte,Magallanes,Santo Nino
Agusan Del Norte,Magallanes,Santo Rosario
Agusan Del Norte,Magallanes,Taod-Oy
Agusan Del Norte,Carmen,Cahayagan
Agusan Del Norte,Carmen,Gosoon
Agusan Del Norte,Carmen,Manoligao
Agusan Del Norte,Carmen,Poblacion (Carmen)
Agusan Del Norte,Carmen,Rojales
Agusan Del Norte,Carmen,San Agustin
Agusan Del Norte,Carmen,Tagcatong
Agusan Del Norte,Carmen,Vinapor
Agusan Del Norte,Las Nieves,Ambacon
Agusan Del Norte,Las Nieves,Consorcia
Agusan Del Norte,Las Nieves,Eduardo G. Montilla (Camboayon)
Agusan Del Norte,Las Nieves,Lingayao
Agusan Del Norte,Las Nieves,Marcos Calo
Agusan Del Norte,Las Nieves,Mat-I
Agusan Del Norte,Las Nieves,Pinana-An
Agusan Del Norte,Las Nieves,Poblacion
Agusan Del Norte,Las Nieves,Rosario
Agusan Del Norte,Las Nieves,San Isidro
Agusan Del Norte,Cabadbaran,Antonio Luna
Agusan Del Norte,Cabadbaran,Bay-Ang
Agusan Del Norte,Cabadbaran,Bayabas
Agusan Del Norte,Cabadbaran,Caasinan
Agusan Del Norte,Cabadbaran,Cabinet
Agusan Del Norte,Cabadbaran,Calamba
Agusan Del Norte,Cabadbaran,Calibunan
Agusan Del Norte,Cabadbaran,Comagascas
Agusan Del Norte,Cabadbaran,Concepcion
Agusan Del Norte,Cabadbaran,Del Pilar
Agusan Del Norte,Cabadbaran,Katugasan
Agusan Del Norte,Cabadbaran,Kauswagan
Agusan Del Norte,Cabadbaran,La Union
Agusan Del Norte,Cabadbaran,Mabini
Agusan Del Norte,Cabadbaran,Mahaba
Agusan Del Norte,Cabadbaran,Poblacion 1
Agusan Del Norte,Cabadbaran,Poblacion 10
Agusan Del Norte,Cabadbaran,Poblacion 11
Agusan Del Norte,Cabadbaran,Poblacion 12
Agusan Del Norte,Cabadbaran,Poblacion 2
Agusan Del Norte,Cabadbaran,Poblacion 3
Agusan Del Norte,Cabadbaran,Poblacion 4
Agusan Del Norte,Cabadbaran,Poblacion 5
Agusan Del Norte,Cabadbaran,Poblacion 6
Agusan Del Norte,Cabadbaran,Poblacion 7
Agusan Del Norte,Cabadbaran,Poblacion 8
Agusan Del Norte,Cabadbaran,Poblacion 9
Agusan Del Norte,Cabadbaran,Puting Bato
Agusan Del Norte,Cabadbaran,Sanghan
Agusan Del Norte,Cabadbaran,Soriano
Agusan Del Norte,Cabadbaran,Tolosa
Agusan Del Norte,Remedios T. Romualdez,Balangbalang
Agusan Del Norte,Remedios T. Romualdez,Basilisa
Agusan Del Norte,Remedios T. Romualdez,Humilog
Agusan Del Norte,Remedios T. Romualdez,Panaytayon
Agusan Del Norte,Remedios T. Romualdez,Poblacion I (Agay)
Agusan Del Norte,Remedios T. Romualdez,Poblacion II
Agusan Del Norte,Remedios T. Romualdez,San Antonio
Agusan Del Norte,Remedios T. Romualdez,Tagbongabong
Agusan Del Norte,Butuan,Agao Pob. (Bgy. 3)
Agusan Del Norte,Butuan,Agusan Pequeno
Agusan Del Norte,Butuan,Ambago
Agusan Del Norte,Butuan,Amparo
Agusan Del Norte,Butuan,Ampayon
Agusan Del Norte,Butuan,Anticala
Agusan Del Norte,Butuan,Antongalon
Agusan Del Norte,Butuan,Aupagan
Agusan Del Norte,Butuan,Baan Km 3
Agusan Del Norte,Butuan,Baan Riverside Pob. (Bgy. 20)
Agusan Del Norte,Butuan,Babag
Agusan Del Norte,Butuan,Bading Pob. (Bgy. 22)
Agusan Del Norte,Butuan,Bancasi
Agusan Del Norte,Butuan,Banza
Agusan Del Norte,Butuan,Baobaoan
Agusan Del Norte,Butuan,Basag
Agusan Del Norte,Butuan,Bayanihan Pob. (Bgy. 27)
Agusan Del Norte,Butuan,Bilay
Agusan Del Norte,Butuan,Bit-Os
Agusan Del Norte,Butuan,Bitan-Agan
Agusan Del Norte,Butuan,Bobon
Agusan Del Norte,Butuan,Bonbon
Agusan Del Norte,Butuan,Bugabus
Agusan Del Norte,Butuan,Bugsukan
Agusan Del Norte,Butuan,Buhangin Pob. (Bgy. 19)
Agusan Del Norte,Butuan,Cabcabon
Agusan Del Norte,Butuan,Camayahan
Agusan Del Norte,Butuan,Dagohoy Pob. (Bgy. 7)
Agusan Del Norte,Butuan,Dankias
Agusan Del Norte,Butuan,De Oro
Agusan Del Norte,Butuan,Diego Silang Pob. (Bgy. 6)
Agusan Del Norte,Butuan,Don Francisco
Agusan Del Norte,Butuan,Doongan
Agusan Del Norte,Butuan,Dulag
Agusan Del Norte,Butuan,Dumalagan
Agusan Del Norte,Butuan,Florida
Agusan Del Norte,Butuan,Golden Ribbon Pob. (Bgy. 2)
Agusan Del Norte,Butuan,Holy Redeemer Pob. (Bgy. 23)
Agusan Del Norte,Butuan,Humabon Pob. (Bgy. 11)
Agusan Del Norte,Butuan,Imadejas Pob. (Bgy. 24)
Agusan Del Norte,Butuan,Jose Rizal Pob. (Bgy. 25)
Agusan Del Norte,Butuan,Kinamlutan
Agusan Del Norte,Butuan,Lapu-Lapu Pob. (Bgy. 8)
Agusan Del Norte,Butuan,Lemon
Agusan Del Norte,Butuan,Leon Kilat Pob. (Bgy. 13)
Agusan Del Norte,Butuan,Libertad
Agusan Del Norte,Butuan,Limaha Pob. (Bgy. 14)
Agusan Del Norte,Butuan,Los Angeles
Agusan Del Norte,Butuan,Lumbocan
Agusan Del Norte,Butuan,Maguinda
Agusan Del Norte,Butuan,Mahay
Agusan Del Norte,Butuan,Mahogany Pob. (Bgy. 21)
Agusan Del Norte,Butuan,Maibu
Agusan Del Norte,Butuan,Mandamo
Agusan Del Norte,Butuan,Manila De Bugabus
Agusan Del Norte,Butuan,Maon Pob. (Bgy. 1)
Agusan Del Norte,Butuan,Masao
Agusan Del Norte,Butuan,Maug
Agusan Del Norte,Butuan,New Society Village Pob. (Bgy. 26)
Agusan Del Norte,Butuan,Nong-Nong
Agusan Del Norte,Butuan,Obrero Pob. (Bgy. 18)
Agusan Del Norte,Butuan,Ong Yiu Pob. (Bgy. 16)
Agusan Del Norte,Butuan,Pagatpatan
Agusan Del Norte,Butuan,Pangabugan
Agusan Del Norte,Butuan,Pianing
Agusan Del Norte,Butuan,Pigdaulan
Agusan Del Norte,Butuan,Pinamanculan
Agusan Del Norte,Butuan,Port Poyohon Pob. (Bgy. 17 - New Asia)
Agusan Del Norte,Butuan,Rajah Soliman Pob. (Bgy. 4)
Agusan Del Norte,Butuan,Salvacion
Agusan Del Norte,Butuan,San Ignacio Pob. (Bgy. 15)
Agusan Del Norte,Butuan,San Mateo
Agusan Del Norte,Butuan,San Vicente
Agusan Del Norte,Butuan,Santo Nino
Agusan Del Norte,Butuan,Sikatuna Pob. (Bgy. 10)
Agusan Del Norte,Butuan,Silongan Pob. (Bgy. 5)
Agusan Del Norte,Butuan,Sumile
Agusan Del Norte,Butuan,Sumilihon
Agusan Del Norte,Butuan,Tagabaca
Agusan Del Norte,Butuan,Taguibo
Agusan Del Norte,Butuan,Taligaman
Agusan Del Norte,Butuan,Tandang Sora Pob. (Bgy. 12)
Agusan Del Norte,Butuan,Tiniwisan
Agusan Del Norte,Butuan,Tungao
Agusan Del Norte,Butuan,Urduja Pob. (Bgy. 9)
Agusan Del Norte,Butuan,Villa Kananga
Agusan Del Norte,Nasipit,Aclan
Agusan Del Norte,Nasipit,Amontay
Agusan Del Norte,Nasipit,Ata-Atahon
Agusan Del Norte,Nasipit,Barangay 1 (Pob.)
Agusan Del Norte,Nasipit,Barangay 2 (Pob.)
Agusan Del Norte,Nasipit,Barangay 3 (Pob.)
Agusan Del Norte,Nasipit,Barangay 4 (Pob.)
Agusan Del Norte,Nasipit,Barangay 5 (Pob.)
Agusan Del Norte,Nasipit,Barangay 6 (Pob.)
Agusan Del Norte,Nasipit,Barangay 7 (Pob.)
Agusan Del Norte,Nasipit,Camagong
Agusan Del Norte,Nasipit,Cubi-Cubi
Agusan Del Norte,Nasipit,Culit
Agusan Del Norte,Nasipit,Jaguimitan
Agusan Del Norte,Nasipit,Kinabjangan
Agusan Del Norte,Nasipit,Punta
Agusan Del Norte,Nasipit,Santa Ana
Agusan Del Norte,Nasipit,Talisay
Agusan Del Norte,Nasipit,Triangulo
Agusan Del Norte,Buenavista,Abilan
Agusan Del Norte,Buenavista,Agong-Ong
Agusan Del Norte,Buenavista,Alubijid
Agusan Del Norte,Buenavista,Guinabsan
Agusan Del Norte,Buenavista,Lower Olave
Agusan Del Norte,Buenavista,Macalang
Agusan Del Norte,Buenavista,Malapong
Agusan Del Norte,Buenavista,Malpoc
Agusan Del Norte,Buenavista,Manapa
Agusan Del Norte,Buenavista,Matabao
Agusan Del Norte,Buenavista,Poblacion 1
Agusan Del Norte,Buenavista,Poblacion 10
Agusan Del Norte,Buenavista,Poblacion 2
Agusan Del Norte,Buenavista,Poblacion 3
Agusan Del Norte,Buenavista,Poblacion 4
Agusan Del Norte,Buenavista,Poblacion 5
Agusan Del Norte,Buenavista,Poblacion 6
Agusan Del Norte,Buenavista,Poblacion 7
Agusan Del Norte,Buenavista,Poblacion 8
Agusan Del Norte,Buenavista,Poblacion 9
Agusan Del Norte,Buenavista,Rizal
Agusan Del Norte,Buenavista,Sacol
Agusan Del Norte,Buenavista,Sangay
Agusan Del Norte,Buenavista,Simbalan
Agusan Del Norte,Buenavista,Talo-Ao
Agusan Del Norte,Tubay,Binuangan
Agusan Del Norte,Tubay,Cabayawa
Agusan Del Norte,Tubay,Dona Rosario
Agusan Del Norte,Tubay,Dona Telesfora
Agusan Del Norte,Tubay,La Fraternidad
Agusan Del Norte,Tubay,Lawigan
Agusan Del Norte,Tubay,Poblacion 1
Agusan Del Norte,Tubay,Poblacion 2
Agusan Del Norte,Tubay,Santa Ana
Agusan Del Norte,Tubay,Tagmamarkay
Agusan Del Norte,Tubay,Tagpangahoy
Agusan Del Norte,Tubay,Tinigbasan
Agusan Del Norte,Tubay,Victory
Agusan Del Norte,Kitcharao,Bangayan
Agusan Del Norte,Kitcharao,Canaway
Agusan Del Norte,Kitcharao,Crossing
Agusan Del Norte,Kitcharao,Hinimbangan
Agusan Del Norte,Kitcharao,Jaliobong
Agusan Del Norte,Kitcharao,Mahayahay
Agusan Del Norte,Kitcharao,Poblacion
Agusan Del Norte,Kitcharao,San Isidro
Agusan Del Norte,Kitcharao,San Roque
Agusan Del Norte,Kitcharao,Sangay
Agusan Del Norte,Kitcharao,Songkoy
Agusan Del Norte,Santiago,Curva
Agusan Del Norte,Santiago,Estanislao Morgado
Agusan Del Norte,Santiago,Jagupit
Agusan Del Norte,Santiago,La Paz
Agusan Del Norte,Santiago,Pangaylan-Ip
Agusan Del Norte,Santiago,Poblacion I
Agusan Del Norte,Santiago,Poblacion II
Agusan Del Norte,Santiago,San Isidro
Agusan Del Norte,Santiago,Tagbuyacan
Agusan Del Sur,Bayugan,Berseba
Agusan Del Sur,Bayugan,Bucac
Agusan Del Sur,Bayugan,Cagbas
Agusan Del Sur,Bayugan,Calaitan
Agusan Del Sur,Bayugan,Canayugan
Agusan Del Sur,Bayugan,Charito
Agusan Del Sur,Bayugan,Claro Cortez
Agusan Del Sur,Bayugan,Fili
Agusan Del Sur,Bayugan,Gamao
Agusan Del Sur,Bayugan,Getsemane
Agusan Del Sur,Bayugan,Grace Estate
Agusan Del Sur,Bayugan,Hamogaway
Agusan Del Sur,Bayugan,Katipunan
Agusan Del Sur,Bayugan,Mabuhay
Agusan Del Sur,Bayugan,Magkiangkang
Agusan Del Sur,Bayugan,Mahayag
Agusan Del Sur,Bayugan,Marcelina
Agusan Del Sur,Bayugan,Maygatasan
Agusan Del Sur,Bayugan,Montivesta
Agusan Del Sur,Bayugan,Mt. Ararat
Agusan Del Sur,Bayugan,Mt. Carmel
Agusan Del Sur,Bayugan,Mt. Olive
Agusan Del Sur,Bayugan,New Salem
Agusan Del Sur,Bayugan,Noli
Agusan Del Sur,Bayugan,Osmena
Agusan Del Sur,Bayugan,Panaytay
Agusan Del Sur,Bayugan,Pinagalaan
Agusan Del Sur,Bayugan,Poblacion
Agusan Del Sur,Bayugan,Sagmone
Agusan Del Sur,Bayugan,Saguma
Agusan Del Sur,Bayugan,Salvacion
Agusan Del Sur,Bayugan,San Agustin
Agusan Del Sur,Bayugan,San Isidro
Agusan Del Sur,Bayugan,San Juan
Agusan Del Sur,Bayugan,Santa Irene
Agusan Del Sur,Bayugan,Santa Teresita
Agusan Del Sur,Bayugan,Santo Nino
Agusan Del Sur,Bayugan,Taglatawan
Agusan Del Sur,Bayugan,Taglibas
Agusan Del Sur,Bayugan,Tagubay
Agusan Del Sur,Bayugan,Verdu
Agusan Del Sur,Bayugan,Villa Undayon
Agusan Del Sur,Bayugan,Wawa
Agusan Del Sur,Prosperidad,Aurora
Agusan Del Sur,Prosperidad,Awa
Agusan Del Sur,Prosperidad,Azpetia
Agusan Del Sur,Prosperidad,La Caridad
Agusan Del Sur,Prosperidad,La Perian
Agusan Del Sur,Prosperidad,La Purisima
Agusan Del Sur,Prosperidad,La Suerte
Agusan Del Sur,Prosperidad,La Union
Agusan Del Sur,Prosperidad,Las Navas
Agusan Del Sur,Prosperidad,Libertad
Agusan Del Sur,Prosperidad,Los Arcos
Agusan Del Sur,Prosperidad,Lucena
Agusan Del Sur,Prosperidad,Mabuhay
Agusan Del Sur,Prosperidad,Magsaysay
Agusan Del Sur,Prosperidad,Mapaga
Agusan Del Sur,Prosperidad,Napo
Agusan Del Sur,Prosperidad,New Maug
Agusan Del Sur,Prosperidad,Patin-Ay
Agusan Del Sur,Prosperidad,Poblacion (Bahbah)
Agusan Del Sur,Prosperidad,Salimbogaon
Agusan Del Sur,Prosperidad,Salvacion
Agusan Del Sur,Prosperidad,San Joaquin
Agusan Del Sur,Prosperidad,San Jose
Agusan Del Sur,Prosperidad,San Lorenzo
Agusan Del Sur,Prosperidad,San Martin
Agusan Del Sur,Prosperidad,San Pedro
Agusan Del Sur,Prosperidad,San Rafael
Agusan Del Sur,Prosperidad,San Roque
Agusan Del Sur,Prosperidad,San Salvador
Agusan Del Sur,Prosperidad,San Vicente
Agusan Del Sur,Prosperidad,Santa Irene
Agusan Del Sur,Prosperidad,Santa Maria
Agusan Del Sur,Bunawan,Bunawan Brook
Agusan Del Sur,Bunawan,Consuelo
Agusan Del Sur,Bunawan,Imelda
Agusan Del Sur,Bunawan,Libertad
Agusan Del Sur,Bunawan,Mambalili
Agusan Del Sur,Bunawan,Nueva Era
Agusan Del Sur,Bunawan,Poblacion
Agusan Del Sur,Bunawan,San Andres
Agusan Del Sur,Bunawan,San Marcos
Agusan Del Sur,Bunawan,San Teodoro
Agusan Del Sur,San Francisco,Alegria
Agusan Del Sur,San Francisco,Barangay 1 (Pob.)
Agusan Del Sur,San Francisco,Barangay 2 (Pob.)
Agusan Del Sur,San Francisco,Barangay 3 (Pob.)
Agusan Del Sur,San Francisco,Barangay 4 (Pob.)
Agusan Del Sur,San Francisco,Barangay 5 (Pob.)
Agusan Del Sur,San Francisco,Bayugan 2
Agusan Del Sur,San Francisco,Bitan-Agan
Agusan Del Sur,San Francisco,Borbon
Agusan Del Sur,San Francisco,Buenasuerte
Agusan Del Sur,San Francisco,Caimpugan
Agusan Del Sur,San Francisco,Das-Agan
Agusan Del Sur,San Francisco,Ebro
Agusan Del Sur,San Francisco,Hubang
Agusan Del Sur,San Francisco,Karaus
Agusan Del Sur,San Francisco,Ladgadan
Agusan Del Sur,San Francisco,Lapinigan
Agusan Del Sur,San Francisco,Lucac
Agusan Del Sur,San Francisco,Mate
Agusan Del Sur,San Francisco,New Visayas
Agusan Del Sur,San Francisco,Ormaca
Agusan Del Sur,San Francisco,Pasta
Agusan Del Sur,San Francisco,Pisa-An
Agusan Del Sur,San Francisco,Rizal
Agusan Del Sur,San Francisco,San Isidro
Agusan Del Sur,San Francisco,Santa Ana
Agusan Del Sur,San Francisco,Tagapua
Agusan Del Sur,Loreto,Binucayan
Agusan Del Sur,Loreto,Johnson
Agusan Del Sur,Loreto,Kasapa
Agusan Del Sur,Loreto,Katipunan
Agusan Del Sur,Loreto,Kauswagan
Agusan Del Sur,Loreto,Magaud
Agusan Del Sur,Loreto,Nueva Gracia
Agusan Del Sur,Loreto,Poblacion
Agusan Del Sur,Loreto,Sabud
Agusan Del Sur,Loreto,San Isidro
Agusan Del Sur,Loreto,San Mariano
Agusan Del Sur,Loreto,San Vicente
Agusan Del Sur,Loreto,Santa Teresa
Agusan Del Sur,Loreto,Santo Nino
Agusan Del Sur,Loreto,Santo Tomas
Agusan Del Sur,Loreto,Violanta
Agusan Del Sur,Loreto,Waloe
Agusan Del Sur,Rosario,Bayugan 3
Agusan Del Sur,Rosario,Cabantao
Agusan Del Sur,Rosario,Cabawan
Agusan Del Sur,Rosario,Libuac
Agusan Del Sur,Rosario,Maligaya
Agusan Del Sur,Rosario,Marfil
Agusan Del Sur,Rosario,Novele
Agusan Del Sur,Rosario,Poblacion
Agusan Del Sur,Rosario,Santa Cruz
Agusan Del Sur,Rosario,Tagbayagan
Agusan Del Sur,Rosario,Wasi-An
Agusan Del Sur,La Paz,Angeles
Agusan Del Sur,La Paz,Bataan
Agusan Del Sur,La Paz,Comota
Agusan Del Sur,La Paz,Halapitan
Agusan Del Sur,La Paz,Kasapa II
Agusan Del Sur,La Paz,Langasian
Agusan Del Sur,La Paz,Lydia
Agusan Del Sur,La Paz,Osmena Sr.
Agusan Del Sur,La Paz,Panagangan
Agusan Del Sur,La Paz,Poblacion
Agusan Del Sur,La Paz,Sabang Adgawan
Agusan Del Sur,La Paz,Sagunto
Agusan Del Sur,La Paz,San Patricio
Agusan Del Sur,La Paz,Valentina
Agusan Del Sur,La Paz,Villa Paz
Agusan Del Sur,San Luis,Anislagan
Agusan Del Sur,San Luis,Balit
Agusan Del Sur,San Luis,Baylo
Agusan Del Sur,San Luis,Binicalan
Agusan Del Sur,San Luis,Cecilia
Agusan Del Sur,San Luis,Coalicion
Agusan Del Sur,San Luis,Culi
Agusan Del Sur,San Luis,Dimasalang
Agusan Del Sur,San Luis,Don Alejandro
Agusan Del Sur,San Luis,Don Pedro
Agusan Del Sur,San Luis,Dona Flavia
Agusan Del Sur,San Luis,Dona Maxima
Agusan Del Sur,San Luis,Mahagsay
Agusan Del Sur,San Luis,Mahapag
Agusan Del Sur,San Luis,Mahayahay
Agusan Del Sur,San Luis,Muritula
Agusan Del Sur,San Luis,Nuevo Trabajo
Agusan Del Sur,San Luis,Poblacion
